# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "1" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "PD_122_R10_S05#_cds.txt" "PD_122_R10_S05#.bam" 
Geneid	Chr	Start	End	Strand	Length	PD_122_R10_S05#.bam
b0218	NC_000913.3	238746	239084	-	339	0
b4503	NC_000913.3	239190	239378	+	189	7
b0219	NC_000913.3	239419	240189	-	771	551
b0220	NC_000913.3	240343	240816	+	474	1740
b0221	NC_000913.3	240859	243303	-	2445	4868
b0222	NC_000913.3	243543	244121	+	579	1932
b0223	NC_000913.3	244327	245094	+	768	885
b0224	NC_000913.3	245065	245805	-	741	2608
b0225	NC_000913.3	245961	246239	-	279	269
b0226	NC_000913.3	246242	246502	-	261	962
b0227	NC_000913.3	246712	247461	+	750	87
b0228	NC_000913.3	247637	248134	+	498	151
b0229	NC_000913.3	248358	250070	-	1713	21
b0230	NC_000913.3	250072	250827	+	756	31
b0231	NC_000913.3	250898	251953	+	1056	225
b0232	NC_000913.3	252005	252298	+	294	102
b0233	NC_000913.3	252301	252699	+	399	105
b0234	NC_000913.3	252709	253161	+	453	54
b0235	NC_000913.3	253467	253733	+	267	2
b0236	NC_000913.3	253702	254202	+	501	7
b0237	NC_000913.3	254259	255716	-	1458	5652
b0238	NC_000913.3	255977	256435	+	459	1211
b0239	NC_000913.3	256527	257771	+	1245	951
b0240	NC_000913.3;NC_000913.3	257829;258676	257899;259006	+;+	402	1322
b4710	NC_000913.3	257923	258426	-	504	7
b4709	NC_000913.3	258345	258620	-	276	21
b0241	NC_000913.3	259045	260100	-	1056	13
b0242	NC_000913.3	260388	261491	+	1104	2004
b0243	NC_000913.3	261503	262756	+	1254	1469
b4626	NC_000913.3	263150	263212	-	63	1
b0245	NC_000913.3	263328	263669	-	342	5
b0246	NC_000913.3	263690	264007	-	318	1
b4504	NC_000913.3	264026	264247	-	222	1
b0247	NC_000913.3	264256	264732	-	477	5
b0248	NC_000913.3	264748	265206	-	459	0
b0249	NC_000913.3	265304	265543	-	240	1
b0250	NC_000913.3	265620	266087	-	468	439
b0251	NC_000913.3	266110	266553	-	444	48
b0252	NC_000913.3	267184	268005	-	822	10
b0253	NC_000913.3	268097	268960	-	864	289
b0254	NC_000913.3	269289	270182	-	894	87
b4587	NC_000913.3;NC_000913.3	270278;271764	270540;272190	+;+	690	153
b0256	NC_000913.3	270603	271754	+	1152	40
b0258	NC_000913.3	272847	273992	+	1146	154
b0259	NC_000913.3	274101	275117	-	1017	1229
b0260	NC_000913.3	275325	276728	+	1404	413
b0261	NC_000913.3	276715	277647	+	933	839
b0262	NC_000913.3	277756	278802	-	1047	28
b0263	NC_000913.3	278814	279162	-	349	11
b0264	NC_000913.3	279178	279681	-	504	16
b0265	NC_000913.3	279600	279875	-	276	54
b0266	NC_000913.3	280385	280735	-	351	176
b0267	NC_000913.3	280829	281983	-	1155	5
b0268	NC_000913.3	282278	283186	+	909	178
b0269	NC_000913.3	283201	285168	+	1968	304
b0270	NC_000913.3	285395	286777	+	1383	99
b0271	NC_000913.3	286789	288399	+	1611	118
b0272	NC_000913.3	288404	289162	-	759	696
b0273	NC_000913.3	289301	290305	-	1005	6222
b4688	NC_000913.3	290510	290638	+	129	46
b0274	NC_000913.3	290649	291152	-	504	18
b0275	NC_000913.3	291071	291346	-	276	48
b0276	NC_000913.3	291500	292231	+	732	259
b0277	NC_000913.3	292322	292948	-	627	106
b0278	NC_000913.3	293220	293918	-	699	29
b0279	NC_000913.3	293945	294799	-	855	24
b4729	NC_000913.3	294918	295142	-	225	27
b0280	NC_000913.3	295139	295579	-	441	1298
b0281	NC_000913.3	295696	297096	-	1401	313
b0282	NC_000913.3	297381	297791	-	411	52
b0283	NC_000913.3	297770	298726	-	957	124
b0284	NC_000913.3	298736	300934	-	2199	372
b0285	NC_000913.3	300931	301887	-	957	122
b0286	NC_000913.3	301884	302573	-	690	126
b0287	NC_000913.3	302991	303605	+	615	371
b0288	NC_000913.3	303853	304182	-	330	19
b0289	NC_000913.3	304495	305205	-	711	96
b0290	NC_000913.3	305174	306817	-	1644	108
b0291	NC_000913.3	306807	309332	-	2526	43
b0292	NC_000913.3	309358	310026	-	669	12
b0293	NC_000913.3	310084	310671	-	588	68
b0294	NC_000913.3	310746	311336	-	591	3
b0295	NC_000913.3	312112	312339	+	228	26
b4506	NC_000913.3	312374	312514	-	141	4
b0296	NC_000913.3	312514	312777	-	264	34
b4671	NC_000913.3	313141	313242	-	102	0
b4630	NC_000913.3	313716	313805	-	90	1
b0297	NC_000913.3	314357	315244	+	888	1
b0298	NC_000913.3	315291	315590	+	300	0
b0299	NC_000913.3	315587	316453	+	867	1
b0300	NC_000913.3	316450	317136	-	687	140
b0301	NC_000913.3	317726	318319	-	594	27
b0303	NC_000913.3	318331	318567	-	237	8
b0304	NC_000913.3	318676	320001	-	1326	223
b0305	NC_000913.3	320227	321081	+	855	58
b0306	NC_000913.3	321608	322327	+	720	130
b0307	NC_000913.3	322338	323765	+	1428	276
b0308	NC_000913.3	323758	324453	+	696	45
b0310	NC_000913.3	324696	325364	-	669	3
b0311	NC_000913.3	325577	327247	-	1671	390
b0312	NC_000913.3	327261	328733	-	1473	832
b0313	NC_000913.3	328747	329334	-	588	482
b0314	NC_000913.3	329463	331496	+	2034	746
b4730	NC_000913.3	331802	331876	+	75	0
b0315	NC_000913.3	332371	333459	+	1089	158
b0316	NC_000913.3	333501	334433	-	933	207
b0317	NC_000913.3	334525	335022	-	498	18
b0318	NC_000913.3	335280	335885	+	606	85
b0319	NC_000913.3	335925	336788	+	864	19
b0320	NC_000913.3	336778	338325	+	1548	47
b0321	NC_000913.3	338325	339743	+	1419	40
b0322	NC_000913.3	339793	340089	+	297	3
b0323	NC_000913.3	340165	341115	+	951	18
b0324	NC_000913.3	341125	342507	+	1383	261
b0325	NC_000913.3	342884	343933	+	1050	1881
b0326	NC_000913.3	344176	344991	+	816	21
b0327	NC_000913.3	345404	345649	+	246	10
b0328	NC_000913.3	345666	346337	-	672	227
b0329	NC_000913.3	346484	346759	+	276	2751
b0330	NC_000913.3	346857	348443	-	1587	210
b0331	NC_000913.3	348682	349572	+	891	1761
b0333	NC_000913.3	350012	351181	+	1170	1898
b0334	NC_000913.3	351215	352666	+	1452	2532
b0335	NC_000913.3	352706	354592	+	1887	1931
b0336	NC_000913.3	354922	356181	+	1260	906
b0337	NC_000913.3	356171	357454	+	1284	1247
b0338	NC_000913.3	357791	358690	-	900	115
b0339	NC_000913.3	358799	359458	+	660	22
b0340	NC_000913.3	359489	359959	+	471	40
b0341	NC_000913.3	359992	361146	+	1155	44
b0342	NC_000913.3	361249	361860	-	612	47
b0343	NC_000913.3	361926	363179	-	1254	27
b0344	NC_000913.3	363231	366305	-	3075	15
b0345	NC_000913.3	366428	367510	-	1083	915
b0346	NC_000913.3	367587	368420	-	834	1307
b0347	NC_000913.3	368611	370275	+	1665	30
b0348	NC_000913.3	370277	371221	+	945	18
b0349	NC_000913.3	371239	372105	+	867	200
b0350	NC_000913.3	372115	372924	+	810	202
b0351	NC_000913.3	372921	373871	+	951	152
b0352	NC_000913.3	373868	374881	+	1014	231
b0353	NC_000913.3	375459	376670	+	1212	151
b0354	NC_000913.3	376772	377311	+	540	440
b0355	NC_000913.3	377535	378368	-	834	160
b0356	NC_000913.3	378462	379571	-	1110	724
b0357	NC_000913.3	379606	379881	-	276	233
b0358	NC_000913.3	380069	380842	-	774	99
b4579	NC_000913.3;NC_000913.3	380844;382591	381260;382872	-;-	699	33
b0360	NC_000913.3	381351	381716	+	366	0
b0361	NC_000913.3	381674	382579	+	906	7
b0363	NC_000913.3	382739	383935	-	1197	50
b4731	NC_000913.3	383960	384079	+	120	0
b0364	NC_000913.3	384059	384616	-	558	3
b0365	NC_000913.3	385232	386194	+	963	62
b0366	NC_000913.3	386207	386974	+	768	62
b0367	NC_000913.3	386971	387798	+	828	39
b0368	NC_000913.3	387795	388646	+	852	65
b0369	NC_000913.3	388753	389727	-	975	1715
b4580	NC_000913.3;NC_000913.3	390251;392970	391708;394418	+;+	2907	228
b0372	NC_000913.3	391739	392605	-	867	178
b0373	NC_000913.3	392602	392901	-	300	169
b0375	NC_000913.3	394506	395129	+	624	6
b0376	NC_000913.3	395130	396287	-	1158	727
b0377	NC_000913.3	396639	397859	+	1221	427
b0378	NC_000913.3	397872	398966	+	1095	482
b0379	NC_000913.3	399025	399333	-	309	327
b0380	NC_000913.3	399593	399805	+	213	595
b0381	NC_000913.3	399829	400923	-	1095	1135
b0382	NC_000913.3	401386	401646	+	261	1878
b0383	NC_000913.3	401747	403162	+	1416	670
b0384	NC_000913.3	403281	403601	+	321	370
b0385	NC_000913.3	403703	404818	+	1116	52
b0386	NC_000913.3	404835	405644	-	810	1275
b0387	NC_000913.3	405764	406222	+	459	301
b0388	NC_000913.3	406405	406929	+	525	1000
b0389	NC_000913.3	406979	407170	+	192	517
b0390	NC_000913.3	407428	408105	+	678	1248
b0391	NC_000913.3	408177	408461	+	285	1345
b0392	NC_000913.3	408609	408950	+	342	159
b4732	NC_000913.3	408947	409030	+	84	6
b0393	NC_000913.3	409108	410019	-	912	809
b0394	NC_000913.3	410144	411052	+	909	286
b0396	NC_000913.3	411297	412481	-	1185	231
b0397	NC_000913.3	412607	415753	-	3147	517
b0398	NC_000913.3	415750	416952	-	1203	415
b0399	NC_000913.3	417142	417831	+	690	453
b0400	NC_000913.3	417889	419184	+	1296	325
b0401	NC_000913.3	419591	420910	+	1320	737
b0402	NC_000913.3	420986	422359	+	1374	512
b0403	NC_000913.3	422518	424332	+	1815	416
b0404	NC_000913.3	424337	424918	-	582	135
b0405	NC_000913.3	425011	426081	+	1071	691
b0406	NC_000913.3	426137	427264	+	1128	3147
b0407	NC_000913.3	427287	427619	+	333	5169
b0408	NC_000913.3	427647	429494	+	1848	3336
b0409	NC_000913.3	429505	430476	+	972	1399
b0410	NC_000913.3	430605	430952	+	348	446
b0411	NC_000913.3	431129	432013	-	885	3964
b0412	NC_000913.3	432312	432851	-	540	151
b0413	NC_000913.3	433002	433451	+	450	959
b0414	NC_000913.3	433455	434558	+	1104	1838
b0415	NC_000913.3	434647	435117	+	471	1673
b0416	NC_000913.3	435137	435556	+	420	1561
b0417	NC_000913.3	435634	436611	+	978	735
b0418	NC_000913.3	436589	437107	+	519	927
b0419	NC_000913.3	437161	438135	-	975	1743
b0420	NC_000913.3	438315	440177	-	1863	2352
b0421	NC_000913.3	440202	441101	-	900	1807
b0422	NC_000913.3	441101	441343	-	243	889
b0423	NC_000913.3	441549	442997	+	1449	968
b0424	NC_000913.3	443051	443641	-	591	327
b0425	NC_000913.3	443604	444515	-	912	637
b0426	NC_000913.3	444683	445174	+	492	2175
b0427	NC_000913.3	445302	446666	-	1365	361
b0428	NC_000913.3	446815	447705	-	891	5469
b0429	NC_000913.3	447717	448046	-	330	3775
b0430	NC_000913.3	448046	448660	-	615	4248
b0431	NC_000913.3	448650	450641	-	1992	30681
b0432	NC_000913.3	450663	451610	-	948	22481
b0433	NC_000913.3	452070	453545	-	1476	554
b0434	NC_000913.3	453589	454167	-	579	1782
b0435	NC_000913.3	454472	454789	+	318	2765
b0436	NC_000913.3	455133	456431	+	1299	16794
b0437	NC_000913.3	456677	457300	+	624	3785
b0438	NC_000913.3	457426	458700	+	1275	5973
b0439	NC_000913.3	458888	461242	+	2355	6253
b0440	NC_000913.3	461451	461723	+	273	9906
b0441	NC_000913.3	461915	463786	+	1872	4350
b0442	NC_000913.3	463937	464308	+	372	158
b0443	NC_000913.3	464402	464800	+	399	447
b0444	NC_000913.3	464852	465547	-	696	542
b0445	NC_000913.3	465612	467312	-	1701	459
b0446	NC_000913.3	467412	468230	+	819	497
b0447	NC_000913.3	468383	468841	+	459	349
b0448	NC_000913.3	468871	470643	+	1773	487
b0449	NC_000913.3	470636	472417	+	1782	357
b0450	NC_000913.3	472598	472936	+	339	6
b0451	NC_000913.3	472966	474252	+	1287	84
b0452	NC_000913.3	474301	475161	-	861	1083
b0453	NC_000913.3	475379	475951	+	573	1611
b0454	NC_000913.3	475982	476371	-	390	279
b0456	NC_000913.3	476672	477025	+	354	255
b0457	NC_000913.3	477067	478617	-	1551	397
b0458	NC_000913.3	478781	479251	-	471	866
b0459	NC_000913.3	479367	479918	-	552	489
b0460	NC_000913.3	480090	480308	-	219	929
b0461	NC_000913.3	480334	480708	-	375	971
b0462	NC_000913.3	481254	484403	-	3150	6597
b0463	NC_000913.3	484426	485619	-	1194	2235
b0464	NC_000913.3	485761	486408	+	648	195
b0465	NC_000913.3	486536	489898	+	3363	1736
b0466	NC_000913.3	490110	490271	-	162	101
b0467	NC_000913.3	490285	490812	-	528	286
b0468	NC_000913.3	490882	491259	+	378	309
b0469	NC_000913.3	491412	491963	+	552	407
b0470	NC_000913.3;NC_000913.3;NC_000913.3	492092;492092;493375	494023;493375;493386	+;+;+	1932	1894
b0471	NC_000913.3	494076	494405	+	330	1272
b0472	NC_000913.3	494405	495010	+	606	1386
b0473	NC_000913.3	495120	496994	+	1875	6944
b0474	NC_000913.3	497175	497819	+	645	2882
b0475	NC_000913.3	498055	499017	+	963	210
b0476	NC_000913.3	499014	499973	-	960	207
b0477	NC_000913.3	500125	501429	+	1305	614
b0478	NC_000913.3	501562	503238	-	1677	1079
b0479	NC_000913.3	503476	504696	-	1221	612
b0480	NC_000913.3	504914	506566	+	1653	1585
b0481	NC_000913.3	506603	507082	-	480	130
b0482	NC_000913.3	507286	508080	-	795	253
b0483	NC_000913.3	508218	508559	+	342	653
b0484	NC_000913.3;NC_000913.3;NC_000913.3	508875;511168;511176	511379;511176;511379	-;-;-	2505	875
b0485	NC_000913.3	511641	512573	+	933	22
b0486	NC_000913.3	512576	513868	+	1293	66
b0487	NC_000913.3	513993	514400	+	408	396
b0488	NC_000913.3	514401	514859	-	459	405
b0489	NC_000913.3	514856	515773	-	918	913
b0490	NC_000913.3	515919	516596	+	678	265
b0491	NC_000913.3	516583	517362	+	780	123
b0492	NC_000913.3	517425	518279	-	855	1420
b0493	NC_000913.3	518340	519149	-	810	385
b0494	NC_000913.3	519139	519765	-	627	357
b0495	NC_000913.3	519733	520419	+	687	177
b0496	NC_000913.3	520416	522830	+	2415	342
b0497	NC_000913.3	523261	527541	+	4281	265
b0498	NC_000913.3	527581	527949	+	369	15
b0499	NC_000913.3	527949	528659	+	711	10
b0501	NC_000913.3	528640	529130	+	491	6
b4632	NC_000913.3	529497	529592	+	96	0
b0502	NC_000913.3	529645	530016	-	372	78
b0503	NC_000913.3	530132	531226	-	1095	169
b0504	NC_000913.3	531295	532221	-	927	35
b0505	NC_000913.3	532451	532933	+	483	104
b0506	NC_000913.3	533011	533826	+	816	1793
b0507	NC_000913.3	533916	535697	+	1782	119
b0508	NC_000913.3	535710	536486	+	777	19
b0509	NC_000913.3	536586	537464	+	879	31
b0511	NC_000913.3	537633	539087	+	1455	15
b0512	NC_000913.3	539147	540508	+	1362	132
b0513	NC_000913.3	540565	541866	+	1302	39
b0514	NC_000913.3	541888	543033	+	1146	31
b0515	NC_000913.3	543261	544046	-	786	349
b0516	NC_000913.3	544057	545292	-	1236	250
b0517	NC_000913.3	545314	546363	-	1050	63
b0518	NC_000913.3	546680	548347	+	1668	17
b4572	NC_000913.3	548357	549616	+	1260	21
b0520	NC_000913.3	549627	550442	+	816	26
b0521	NC_000913.3	550439	551332	+	894	18
b0522	NC_000913.3	551527	552594	-	1068	1053
b0523	NC_000913.3	552591	553100	-	510	661
b0524	NC_000913.3	553218	553940	-	723	355
b0525	NC_000913.3	553943	554437	-	495	4463
b0526	NC_000913.3	554611	555996	+	1386	1612
b0527	NC_000913.3	556032	556553	-	522	34
b0528	NC_000913.3	556661	556873	-	213	125
b0529	NC_000913.3	556875	557741	-	867	1794
b0530	NC_000913.3	558212	558754	+	543	21
b0531	NC_000913.3	558974	559666	+	693	2
b0532	NC_000913.3	559697	562300	+	2604	47
b0533	NC_000913.3	562336	563319	+	984	4
b0534	NC_000913.3	563330	563845	+	516	8
b0535	NC_000913.3	563848	564480	-	633	12
b0537	NC_000913.3	564815	565978	-	1164	537
b4633	NC_000913.3	565858	566079	-	222	4
b0539	NC_000913.3	566098	566361	-	264	12
b0542	NC_000913.3;NC_000913.3	566684;568035	566776;568247	+;+	306	55
b0540	NC_000913.3	566842	567141	+	300	0
b0541	NC_000913.3	567138	568004	+	867	3
b0543	NC_000913.3	568315	568647	+	333	183
b4733	NC_000913.3	568695	568844	+	150	0
b0544	NC_000913.3	568902	570428	+	1527	17
b0545	NC_000913.3	570893	571444	+	552	83
b0546	NC_000913.3	571454	572251	+	798	285
b4588	NC_000913.3	572368	572469	+	102	2
b0547	NC_000913.3	572466	572921	+	456	2
b0548	NC_000913.3	572921	573091	+	171	0
b0549	NC_000913.3	573084	573374	+	291	0
b0550	NC_000913.3	573371	573733	+	363	2
