Timepoint Sample,Experiment,Parent Culture,Reactor/Plate/Flask Number,Timepoint (#),Timepoint (h),Sample volume (mL),OD,D-glucose [g/L],acetic acid [g/L],citric acid [g/L],ethanol [g/L],formic acid [g/L],lactate [g/L],lactose [g/L],potassium dihydrogen phosphate [g/L],pyruvic acid [g/L],succinic acid [g/L],CDW_1 [g/L],CDW_2 [g/L],CDW_3 [g/L],Ammonium [g/L]
DDB_PD_121_AMBR_R07__S05,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT173-002_R07_Main_,R07,S05,75.59158083,7.5,277.5,0.0,0.1082150028408125,0.307671895896112,0.0,0.0,0.1728960126506275,0.0,4.3047736769038805,0.0,0.73028842832861,85.19999999999995,84.89999999999998,84.3999999999998,1.08236518702785
DDB_PD_121_AMBR_R08__S01,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT173-002_R08_Main_,R08,S01,12.07911191,7.0,12.82,8.9251345956707,0.70239732030685,0.131663217334786,0.114358049673028,0.474776773467104,0.146257758233008,0.0,9.62464467769985,0.0,0.0,4.2999999999999705,4.4000000000001815,5.499999999999838,
DDB_PD_121_AMBR_R08__S02,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT173-002_R08_Main_,R08,S02,15.49950958,5.0,35.7,0.0,0.30990347307584254,0.2208355286124305,0.0,0.0,0.0,0.0,10.86082671107545,0.0,0.075379207107522,10.599999999999943,10.699999999999932,10.399999999999965,
DDB_PD_121_AMBR_R08__S03,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT173-002_R08_Main_,R08,S03,35.53891003,5.5,71.9,0.0,0.0,0.2454191540702885,0.0,0.0,0.0,0.0,10.4737100400518,0.0,0.0,23.428571428571384,25.000000000000103,22.42857142857118,
DDB_PD_121_AMBR_R08__S04,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT173-002_R08_Main_,R08,S04,55.54089122,5.5,140.5,0.0,0.0,0.321111786958729,0.0,0.18902430710026502,0.0,0.0,8.0478908399417,0.0,0.0,47.99999999999982,47.79999999999984,46.4,
DDB_PD_121_AMBR_R08__S05,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT173-002_R08_Main_,R08,S05,75.54006647,7.5,251.7,0.0,0.092117022077242,0.44359592954168553,0.0,0.0,0.1312243271293035,0.0,4.81739281923518,0.0,1.06751109290527,79.20000000000016,78.79999999999998,78.79999999999998,1.4601063512891
DDB_PD_121_AMBR_R09__S01,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT178-002_R09_Main_,R09,S01,12.1069488,7.0,4.98,13.18900839205295,0.6125831029754301,0.1917609627879575,0.0,0.0,0.099524942930746,0.0,9.8667873379446,0.0,0.0,3.1000000000001027,3.0000000000001137,3.0999999999998806,
DDB_PD_121_AMBR_R09__S02,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT178-002_R09_Main_,R09,S02,23.27095615,5.0,30.85,0.0,0.0,0.3730264293482455,0.0,0.0,0.0,0.0,11.19109150374805,0.0,0.0,9.300000000000086,9.700000000000042,9.399999999999853,
DDB_PD_121_AMBR_R09__S03,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT178-002_R09_Main_,R09,S03,43.31217832,5.5,71.45,0.0,0.0,0.479520062281375,0.0,0.0,0.0,0.0,10.370869665003,0.0,0.0,20.000000000000018,19.28571428571438,16.14285714285695,
DDB_PD_121_AMBR_R09__S04,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT178-002_R09_Main_,R09,S04,63.31168948,5.5,171.2,0.0,0.0,0.138665310495626,0.0,0.0,0.0,0.0,8.709529690643299,0.0,0.105532971383901,54.99999999999997,54.85714285714284,,
DDB_PD_121_AMBR_R09__S05,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT178-002_R09_Main_,R09,S05,83.31426359999999,7.5,286.2,0.0,0.059474730328367004,0.4346672712649475,0.0,0.0,0.168126431648854,0.0,4.595970859014215,0.0,0.2959991549915305,80.10000000000007,79.99999999999984,80.99999999999996,1.27865806644307
DDB_PD_121_AMBR_R10__S01,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT178-002_R10_Main_,R10,S01,12.15721589,7.0,5.74,15.6254361398995,0.66678430159837,0.22193968879439752,0.0,0.0,0.0994822577522915,0.0,11.19924458503885,0.0,0.0,4.1999999999999815,2.6999999999999247,2.7999999999999137,
DDB_PD_121_AMBR_R10__S02,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT178-002_R10_Main_,R10,S02,22.91245027,5.0,31.6,0.0,0.0,0.3856083386775315,0.0,0.0,0.0,0.0,11.5257617844494,0.0,0.0,9.299999999999864,9.499999999999842,9.599999999999831,
DDB_PD_121_AMBR_R10__S03,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT178-002_R10_Main_,R10,S03,42.95348894,5.5,75.5,0.0,0.0,0.46772120668016104,0.0,0.0,0.0,0.0,10.8969956980199,0.0,0.0,18.714285714285555,18.714285714285555,18.714285714285555,
DDB_PD_121_AMBR_R10__S04,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT178-002_R10_Main_,R10,S04,62.95274968,5.5,157.8,0.0,0.0,0.1547052569991035,0.12206750556066451,0.0,0.0,0.0,9.00551775769245,0.0,0.1625447208728745,45.90000000000005,45.89999999999983,45.1999999999999,
DDB_PD_121_AMBR_R10__S05,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT178-002_R10_Main_,R10,S05,82.95469149,7.5,267.4,0.0,0.090835675854922,0.157969173828666,0.0,0.0,0.0254148843365248,0.0,4.92168767868917,0.0,0.2835319250850705,78.30000000000004,76.49999999999979,72.89999999999996,1.2574539180905
DDB_PD_121_AMBR_R11__S01,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT180-003_R11_Main_,R11,S01,12.03177064,7.0,2.54,16.87895313434625,0.0,0.20925375165897453,0.0,0.0,0.0,0.0,10.738177357313202,0.0,0.0,2.0999999999999908,2.4999999999999467,2.0999999999999908,
DDB_PD_121_AMBR_R11__S02,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT180-003_R11_Main_,R11,S02,21.5110064,5.0,39.5,0.0,0.0,0.23724271331251548,0.0,0.0,0.0,0.0,11.5240755777418,0.0,0.0,11.999999999999789,13.800000000000034,14.399999999999968,
DDB_PD_121_AMBR_R11__S03,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT180-003_R11_Main_,R11,S03,41.55828843,5.5,76.2,0.0,0.0,0.13808881210385548,0.130090110538947,0.0,0.0,0.0,10.5667899592017,0.0,0.0,23.538461538461338,23.999999999999748,,
DDB_PD_121_AMBR_R11__S04,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT180-003_R11_Main_,R11,S04,61.55312907,5.5,176.1,0.0,0.039859279316091054,0.35398943994735554,0.12987698845888251,0.0,0.09761916452240549,0.0,8.6469913710032,0.0,0.13299342242036802,34.69999999999995,35.90000000000004,16.999999999999904,
DDB_PD_121_AMBR_R11__S05,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT180-003_R11_Main_,R11,S05,81.55455714,7.5,289.6,0.0,0.066612544638812,0.11654490525187701,0.2199290347471285,0.0,0.0,0.0,5.5706802955644,0.0,0.3237161734565115,85.50000000000013,85.8000000000001,85.79999999999987,1.03159432217737
DDB_PD_121_AMBR_R12__S01,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT180-003_R12_Main_,R12,S01,12.0809225,7.0,2.59,15.54475961731545,0.0,0.196343477413655,0.0,0.0,0.0,0.0,10.18950861981875,0.0,0.0,2.3999999999999577,1.9000000000000128,2.100000000000213,
DDB_PD_121_AMBR_R12__S02,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT180-003_R12_Main_,R12,S02,21.58424774,5.0,33.3,0.0,0.0,0.2492410465622375,0.0,0.0,0.0,0.0,11.69597741967155,0.0,0.0,13.900000000000023,14.399999999999968,14.19999999999999,
DDB_PD_121_AMBR_R12__S03,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT180-003_R12_Main_,R12,S03,41.64119669,5.5,68.75,0.0,0.0,0.140469645094424,0.0,0.0,0.0,0.0,10.681109241703199,0.0,0.0,,18.615384615384617,22.153846153846107,
DDB_PD_121_AMBR_R12__S04,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT180-003_R12_Main_,R12,S04,61.62562368,5.5,157.8,0.0,0.057984137912839503,0.299415419914146,0.0,0.0,0.0,0.0,8.60493919150955,0.0,0.16840860491086102,32.399999999999984,32.69999999999995,16.1,
DDB_PD_121_AMBR_R12__S05,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT180-003_R12_Main_,R12,S05,81.62762918,7.5,253.8,0.0,0.0,0.2308539254805235,0.17134604036927797,0.0,0.0,0.0,4.54359026467521,0.0,0.28749147793164403,75.80000000000008,75.50000000000013,75.60000000000011,1.41249469455094
DDB_PD_121_AMBR_R13__S01,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT201-002_R13_Main_,R13,S01,12.06696589,7.0,22.09,9.89328809317775,0.9064102642406651,0.1896195506854535,0.0,0.56974435213826,0.2928676465525945,0.0,9.957679880829,0.0,0.0707817507229545,4.0000000000000036,5.399999999999849,4.8000000000001375,
DDB_PD_121_AMBR_R13__S02,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT201-002_R13_Main_,R13,S02,16.19240026,5.0,33.475,0.0,0.7465967275652099,0.22538374256229202,0.0,0.0,0.0,0.0,11.072234147983451,0.0,0.0,9.600000000000053,9.90000000000002,9.600000000000053,
DDB_PD_121_AMBR_R13__S03,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT201-002_R13_Main_,R13,S03,36.22918921,5.5,64.4,0.0,0.0,0.2827829779703595,0.0,0.0,0.0,0.0,10.3994460398504,0.0,0.0,23.85714285714277,25.428571428571484,13.857142857142918,
DDB_PD_121_AMBR_R13__S04,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT201-002_R13_Main_,R13,S04,56.22796396,5.5,152.8,0.0,0.0,0.2850238117694865,0.0,0.2106872773932415,0.0,0.0,7.854940840885099,0.0,0.0971597121746265,48.89999999999994,48.799999999999955,48.6000000000002,
DDB_PD_121_AMBR_R13__S05,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT201-002_R13_Main_,R13,S05,76.22905998,7.5,251.9,0.0,0.068693849587413,0.42824346077655795,0.0,0.0,0.17678761508454402,0.0,4.94237260882196,0.0,0.5943311987107349,82.10000000000007,82.20000000000005,81.8000000000001,1.22988893046203
DDB_PD_121_AMBR_R14__S01,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT201-002_R14_Main_,R14,S01,12.11628298,7.0,20.2,11.65172405263975,0.9894468316228,0.2241416889696815,0.0,0.586334026384285,0.289701645575372,0.0,11.212091755352851,0.0,0.072902128739132,5.799999999999805,5.099999999999882,5.499999999999838,
DDB_PD_121_AMBR_R14__S02,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT201-002_R14_Main_,R14,S02,16.06873723,5.0,33.9,0.0,0.75415061845376,0.222073942497773,0.100761984285167,0.0,0.0,0.0,11.0560289005822,0.0,0.074284042230025,9.399999999999853,9.800000000000031,9.90000000000002,
DDB_PD_121_AMBR_R14__S03,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT201-002_R14_Main_,R14,S03,36.1121751,5.5,74.2,0.0,0.0,0.32770838869833846,0.0,0.0,0.0,0.0,11.3400184427441,0.0,0.0,25.428571428571484,24.85714285714266,,
DDB_PD_121_AMBR_R14__S04,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT201-002_R14_Main_,R14,S04,56.10977563,5.5,149.8,0.0,0.0,0.35468346205639445,0.1144211680522645,0.290456024814456,0.1012472111303995,0.0,8.32772922503665,0.0,0.16389938336579352,49.2999999999999,49.20000000000013,48.4,
DDB_PD_121_AMBR_R14__S05,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT201-002_R14_Main_,R14,S05,76.11139698,7.5,263.3,0.0,0.09951788908258499,0.4600302037769955,0.0,0.0,0.223205304155003,0.0,4.852546032397325,0.0,0.62213908147189,82.50000000000001,82.69999999999999,82.50000000000001,1.32843474319818
DDB_PD_121_AMBR_R15__S01,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT202-002_R15_Main_,R15,S01,20.0881919,7.0,17.865,9.50131649387585,0.24106792212301098,0.19198632486094153,0.0,0.0,0.0,0.0,9.9670428561829,0.0,0.0,6.399999999999961,5.50000000000006,6.199999999999983,
DDB_PD_121_AMBR_R15__S02,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT202-002_R15_Main_,R15,S02,24.96413773,5.0,47.55,0.0,0.172183669607511,0.223690662705351,0.0,0.2641377469891215,0.0,0.0,11.7061820912994,0.0,0.0,11.700000000000044,11.600000000000055,10.999999999999899,
DDB_PD_121_AMBR_R15__S03,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT202-002_R15_Main_,R15,S03,45.00771163,5.5,101.55,0.6521550977178849,0.0,0.1623774206191775,0.0,0.30018611500819603,0.083406358902174,0.0,10.40385403550025,0.0,0.0,27.0000000000002,28.00000000000009,20.71428571428597,
DDB_PD_121_AMBR_R15__S04,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT202-002_R15_Main_,R15,S04,65.0064929,5.5,214.7,0.0,0.13782518507133298,0.055898125767564505,0.117389951953535,0.263421194506381,0.0,0.0,7.45237071261595,0.0,0.0,49.71428571428595,52.42857142857137,,
DDB_PD_121_AMBR_R15__S05,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT202-002_R15_Main_,R15,S05,85.0071094,7.5,354.7,0.0,0.565391235830355,0.0,0.2266921488687225,1.322155976117605,0.0,0.0,3.835717134807895,0.0,0.6268197133320199,93.49999999999991,93.69999999999989,89.79999999999988,1.08316103505988
DDB_PD_121_AMBR_R16__S01,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT202-002_R16_Main_,R16,S01,20.03784759,7.0,18.54,10.00143245475355,0.259914004847773,0.2113342341920765,0.0,0.0,0.0,0.0,10.663462995477351,0.0,0.0,6.699999999999928,6.900000000000128,6.399999999999961,
DDB_PD_121_AMBR_R16__S02,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT202-002_R16_Main_,R16,S02,24.55414665,5.0,42.8,0.0,0.164155921673593,0.2093223505822165,0.0,0.275782428202497,0.0,0.0,11.127078297009149,0.0,0.03844075391588905,12.299999999999978,11.600000000000055,11.600000000000055,
DDB_PD_121_AMBR_R16__S03,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT202-002_R16_Main_,R16,S03,44.59343729,5.5,101.15,0.0,0.0,0.155615233429985,0.0,0.0,0.0,0.0,10.658603227650449,0.0,0.0408001949070821,27.57142857142839,27.142857142857327,17.142857142857157,
DDB_PD_121_AMBR_R16__S04,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT202-002_R16_Main_,R16,S04,64.5926275,5.5,226.8,0.0,0.1574200762160705,0.04503186293507605,0.0,0.3309591021256905,0.0,0.0,7.703645624152699,0.0,0.160637821526929,51.571428571428285,52.42857142857137,,
DDB_PD_121_AMBR_R16__S05,DDB_PD_121_AMBR,DDB_PD_121_AMBR_SDT202-002_R16_Main_,R16,S05,84.59442069,7.5,329.1,0.0,0.422578168386452,0.0,0.0,0.741463288441575,0.0,0.0,3.3858967377036695,0.0,0.79525723721365,87.19999999999995,86.20000000000005,86.79999999999998,1.20631525529583
