Timepoint Sample,Experiment,Parent Culture,Reactor/Plate/Flask Number,Timepoint (#),Timepoint (h),Sample volume (mL),OD,D-glucose [g/L],acetic acid [g/L],citric acid [g/L],ethanol [g/L],formic acid [g/L],lactate [g/L],potassium dihydrogen phosphate [g/L],pyruvic acid [g/L],succinic acid [g/L],CDW_1 [g/L],CDW_2 [g/L],CDW_3 [g/L],Ammonium [g/L]
DDB_PD_123_AMBR_R14__S03,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT201-002_R14_Main_,R14,S03,36.27615361,5.5,80.65,0.0,0.0,0.2392853629037545,0.0,0.0,0.0,7.74392005282995,0.0,0.0,24.181818181818343,23.81818181818202,24.545454545454668,
DDB_PD_123_AMBR_R14__S04,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT201-002_R14_Main_,R14,S04,56.48423126,5.5,147.85,0.0,0.0911840236707305,0.30854584530064,0.0,0.0,0.0,7.279966529686551,0.0,0.2948091661633285,52.4,52.200000000000024,52.59999999999998,
DDB_PD_123_AMBR_R14__S05,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT201-002_R14_Main_,R14,S05,76.24893301,7.5,275.7,0.0,0.0,0.20958918701845153,0.0,0.0,0.0,2.2486470775708103,0.0,0.31763125255252256,81.7000000000001,80.99999999999996,81.79999999999987,1.37585583707718
DDB_PD_123_AMBR_R15__S01,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT202-002_R15_Main_,R15,S01,20.03681012,7.0,16.575,7.398491782276199,0.22582532848362852,0.137532252707903,0.0,0.22235283485492402,0.0,6.70033683677905,0.0,0.0,4.9000000000001265,4.899999999999904,5.300000000000082,
DDB_PD_123_AMBR_R15__S02,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT202-002_R15_Main_,R15,S02,25.50553197,5.0,41.27,0.0,0.091345451906642,0.1224490487859435,0.0,0.0,0.0,6.41020266454965,0.0,0.0,12.699999999999934,12.699999999999934,12.799999999999923,
DDB_PD_123_AMBR_R15__S03,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT202-002_R15_Main_,R15,S03,45.54591887,5.5,97.075,0.0,0.0,0.1295171642788365,0.0,0.0,0.0,7.89731638653775,0.0,0.0,14.899999999999913,14.900000000000135,14.700000000000157,
DDB_PD_123_AMBR_R15__S04,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT202-002_R15_Main_,R15,S04,65.5469381,5.5,197.4,0.0,0.21302479935876,0.0,0.0,0.45220900312437146,0.0,3.987609713301785,0.0,0.10365007524157499,58.00000000000027,56.999999999999936,57.39999999999989,
DDB_PD_123_AMBR_R15__S05,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT202-002_R15_Main_,R15,S05,80.46511248,7.5,144.9,7.11085660798585,26.2156290643617,0.0,0.24718076569120148,3.151492690569235,1.5187399810669748,3.8279597922421797,0.133334650587475,0.38806867408268153,49.900000000000055,46.00000000000004,46.300000000000004,11.897133329883701
DDB_PD_123_AMBR_R16__S01,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT202-002_R16_Main_,R16,S01,20.08451948,7.0,15.385,9.34121593923895,0.249821827592142,0.16477247851301552,0.0,0.2471440941739085,0.0,8.088973799351699,0.0,0.0,4.5999999999999375,4.6999999999999265,4.9000000000001265,
DDB_PD_123_AMBR_R16__S02,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT202-002_R16_Main_,R16,S02,26.00875102,5.0,40.23,0.0,0.109278623158338,0.1711991029609235,0.0,0.0,0.0,8.735968399029051,0.0,0.0,12.399999999999967,12.699999999999934,12.699999999999934,
DDB_PD_123_AMBR_R16__S03,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT202-002_R16_Main_,R16,S03,46.050419,5.5,101.6,0.0,0.0,0.09571133541726749,0.0,0.0,0.0,6.613616487738651,0.0,0.0,17.29999999999987,15.200000000000102,15.19999999999988,
DDB_PD_123_AMBR_R16__S04,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT202-002_R16_Main_,R16,S04,66.05162739,5.5,204.95,0.0,0.2194623708921395,0.0,0.0,0.42229219274505003,0.0,5.0588784997555,0.0,0.119222264152331,57.99999999999983,56.59999999999998,57.39999999999989,
DDB_PD_123_AMBR_R16__S05,DDB_PD_123_AMBR,DDB_PD_123_AMBR_SDT202-002_R16_Main_,R16,S05,86.0509548,7.5,346.3,0.0,0.303137332633363,0.0,0.0,0.8607710825800351,0.0,2.36207481398093,0.0,0.31085816464917304,86.10000000000007,84.19999999999983,86.00000000000007,1.27122764252255
